coverage_cqr_ignore,length_cqr_ignore,coverage_pcp_xr,length_pcp_xr,pcp_xr_frac_inf,pcp_xr_precision,pcp_xr_clusters,pcp_xr_cluster_r2,coverage_pcp_xz,length_pcp_xz,pcp_xz_frac_inf,pcp_xz_precision,pcp_xz_clusters,pcp_xz_cluster_r2,coverage_pcp_xzhat,length_pcp_xzhat,pcp_xzhat_frac_inf,pcp_xzhat_precision,pcp_xzhat_clusters,pcp_xzhat_cluster_r2,coverage_pcp_xrzhat,length_pcp_xrzhat,pcp_xrzhat_frac_inf,pcp_xrzhat_precision,pcp_xrzhat_clusters,pcp_xrzhat_cluster_r2,coverage_em_pcp,length_em_pcp,em_pcp_frac_inf,em_pcp_precision,em_pcp_clusters,em_pcp_cluster_r2,mean_max_tau,cross_entropy,z_feature_mse,seed,K,delta,use_x_in_em,em_converged,em_iter,em_loglik
0.895,4.001524761364709,0.901,3.99168284366912,0.0,20.0,1.0,0.0,0.9003333333333333,4.029950967468515,0.0,20.0,1.0,1.1102230246251565e-16,0.825,3.2890025182983966,0.0,20.0,1.0,0.0,0.8336666666666667,3.3655239490873834,0.0,20.0,1.0,0.0,0.8983333333333333,3.9884266153407033,0.0,1.0,4.0,,0.7553734650563008,1.4401723988380408,0.7039505135088173,1,4,0.5,False,True,20,-5666.656327385544
0.9083333333333333,4.367399589669558,0.9166666666666666,4.37474923570354,0.0,20.0,1.0,0.0,0.9096666666666666,4.12034781977394,0.0,20.0,1.0,2.220446049250313e-16,0.7333333333333333,2.9174875789922834,0.0,20.0,1.0,0.0,0.731,2.900046127804282,0.0,20.0,1.0,0.0,0.9176666666666666,4.351671611850325,0.0,1.0,4.0,,0.7494035531070183,4.057838768977506,0.7213641418606997,1,4,0.75,False,True,22,-6118.714393430797
0.876,4.2000084852111,0.884,4.160917567000424,0.0,20.0,1.0,-2.220446049250313e-16,0.8863333333333333,3.9846628697839157,0.0,20.0,1.0,0.0,0.705,2.790217528656446,0.0,20.0,1.0,0.0,0.689,2.6963100560374764,0.0,20.0,1.0,-2.220446049250313e-16,0.89,4.22536184801334,0.0,1.0,4.0,,0.7401389392675085,1.092233338391135,0.7702697006263758,1,4,1.0,False,True,55,-5855.0038578972235
0.905,4.7825700879734105,0.896,4.615931461293036,0.0,20.0,1.0,0.0,0.8976666666666666,4.043472441366149,0.0,20.0,1.0,0.0,0.664,2.919082173279107,0.0,20.0,1.0,-2.220446049250313e-16,0.5996666666666667,2.581007871800287,0.0,20.0,1.0,0.0,0.9036666666666666,4.6396200461968204,0.0,1.0,4.0,,0.7565239844452726,0.529387332774449,0.708698636068683,1,4,1.5,False,True,27,-5801.876858260857
0.912,5.230444016893408,0.903,5.042278065735395,0.0,20.0,1.0,0.0,0.9113333333333333,4.293703763655891,0.0,20.0,1.0,0.0,0.588,2.850738738967747,0.0,20.0,1.0,0.0,0.526,2.5589610214503935,0.0,20.0,1.0,2.220446049250313e-16,0.911,5.1154129050097765,0.0,1.0,4.0,,0.7645601023268594,0.5456397271136667,0.7375016146606134,1,4,2.0,False,True,26,-5979.382420104165
0.8863333333333333,3.952844663178769,0.894,4.043225773696513,0.0,20.0,1.0,0.0,0.899,4.00766321559545,0.0,20.0,1.0,1.1102230246251565e-16,0.7696666666666667,2.966426663642327,0.0,20.0,1.0,1.1102230246251565e-16,0.7736666666666666,3.017142721550301,0.0,20.0,1.0,0.0,0.888,3.917802185963405,0.0,1.0,4.0,,0.7587235808751952,4.5461239788570875,0.713091414882894,2,4,0.5,False,True,38,-5953.088439401656
0.895,4.139144726516755,0.9006666666666666,4.23477469973438,0.0,20.0,1.0,0.0,0.9083333333333333,4.140190388085551,0.0,20.0,1.0,0.0,0.7363333333333333,2.9011710215914013,0.0,20.0,1.0,0.0,0.7273333333333334,2.8302918499022103,0.0,20.0,1.0,0.0,0.896,4.127649185334415,0.0,1.0,4.0,,0.7429416395823057,1.1801257687674345,0.7245482505842986,2,4,0.75,False,True,33,-5779.531890257347
0.8993333333333333,4.367713622934892,0.8973333333333333,4.244561154196274,0.0,20.0,1.0,-2.220446049250313e-16,0.889,3.9858358169586716,0.0,20.0,1.0,0.0,0.7263333333333334,2.804425414864333,0.0,20.0,1.0,2.220446049250313e-16,0.7123333333333334,2.7381849545619126,0.0,20.0,1.0,2.220446049250313e-16,0.898,4.258091874607243,0.0,1.0,4.0,,0.7476484486243496,1.1580473582715125,0.7462447181408,2,4,1.0,False,True,52,-5889.627678084322
0.905,4.862639388763324,0.8913333333333333,4.677466549055297,0.0,20.0,1.0,0.0,0.9036666666666666,4.163233900118762,0.0,20.0,1.0,-2.220446049250313e-16,0.6903333333333334,3.075426953129366,0.0,20.0,1.0,-2.220446049250313e-16,0.6263333333333333,2.7404478873347804,0.0,20.0,1.0,0.0,0.901,4.677007279452963,0.0,1.0,4.0,,0.7555837069233322,0.5712385602532231,0.7703385837079377,2,4,1.5,False,True,34,-5887.965332875672
0.9016666666666666,5.124358743846882,0.8893333333333333,4.840080739382899,0.0,20.0,1.0,0.0,0.906,4.137981738990402,0.0,20.0,1.0,1.1102230246251565e-16,0.579,2.8660418255674784,0.0,20.0,1.0,0.0,0.5313333333333333,2.628844456242908,0.0,20.0,1.0,1.1102230246251565e-16,0.8876666666666667,4.832882374361005,0.0,1.0,4.0,,0.7634038044681195,0.5347148468006097,0.7177360515147081,2,4,2.0,False,True,20,-6000.755566462942
0.8953333333333333,4.169804027213945,0.8973333333333333,4.065083132456756,0.0,20.0,1.0,0.0,0.8943333333333333,4.029900163337198,0.0,20.0,1.0,1.1102230246251565e-16,0.766,3.033450078553274,0.0,20.0,1.0,-2.220446049250313e-16,0.7453333333333333,2.938389853186487,0.0,20.0,1.0,2.220446049250313e-16,0.8943333333333333,4.034230554831261,0.0,1.0,4.0,,0.7549185461851533,1.4220648927410062,0.7258104454909552,3,4,0.5,False,True,40,-5780.157541287259
0.892,4.12020417620019,0.891,4.0455250554687945,0.0,20.0,1.0,0.0,0.891,3.9121612947956783,0.0,20.0,1.0,0.0,0.7293333333333333,2.861842375628398,0.0,20.0,1.0,-2.220446049250313e-16,0.7263333333333334,2.8389983353970334,0.0,20.0,1.0,0.0,0.891,4.0559593342003435,0.0,1.0,4.0,,0.7559258275682607,1.2977627562666245,0.7689433848201653,3,4,0.75,False,True,26,-5819.832723626503
0.9066666666666666,4.265726202553322,0.9013333333333333,4.238315466994017,0.0,20.0,1.0,-2.220446049250313e-16,0.9093333333333333,4.166515014109373,0.0,20.0,1.0,0.0,0.6803333333333333,2.6454408624624826,0.0,20.0,1.0,1.1102230246251565e-16,0.681,2.6497181637849607,0.0,20.0,1.0,0.0,0.8983333333333333,4.2381514965072755,0.0,1.0,4.0,,0.7413339982433821,1.1520452459361157,0.7554033077545561,3,4,1.0,False,True,46,-5795.003898759589
0.902,4.720762550180394,0.9006666666666666,4.740790618108831,0.0,20.0,1.0,-2.220446049250313e-16,0.903,4.175817620636046,0.0,20.0,1.0,1.1102230246251565e-16,0.704,3.0376855841808417,0.0,20.0,1.0,0.0,0.6373333333333333,2.7185309082388533,0.0,20.0,1.0,-2.220446049250313e-16,0.904,4.7504290688714255,0.0,1.0,4.0,,0.7629308228054819,0.5486890004496886,0.7418949052147353,3,4,1.5,False,True,41,-5907.649936540485
